listing_no,status,history_count,export_uuid,export_backmarket_id,export_sku,title,catalog_colour,quantity,status_text,export_grade,reasons
5991610,vetted_exact,3,3a6f21f8-3aae-41de-8718-58c788932962,725422,MBP.A2289.i7.16GB.512GB.Grey.Fair,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i7 1.7 GHz SSD 512 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5985636,vetted_exact,2,ab6fbe7f-ef87-4843-848d-2e5bac803117,1035903,MBA.A2179.2020.i3.8GB.256GB.Gold.Fair,"MacBook Air 13"" Retina (2020) - Core i3 1.1 GHz SSD 256 - 8GB - QWERTY - Englisch",Gold,0,Price or comment missing,FAIR,
5984035,vetted_exact,1,ab191cdf-2e76-4701-bb6a-b851d27ef262,503367,MBA.A2179.i5.2020.8GB.512GB.Grey.VGood,"MacBook Air 13"" Retina (2020) - Core i5 1.1 GHz SSD 512 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5977563,vetted_exact,1,37520bc3-4b33-418a-b334-e5c55264c9fb,368159,MBA.A1932.2019.8GB.128GB.Silver.Fair,"MacBook Air 13"" Retina (2019) - Core i5 1.6 GHz SSD 128 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
5977557,vetted_exact,1,39759208-c827-4cea-93c2-6184583fc240,478422,MBA.A1932.2018.8GB.256GB.Grey.Good,"MacBook Air 13"" Retina (2018) - Core i5 1.6 GHz SSD 256 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5976224,vetted_exact,1,66817557-aa53-47aa-b076-0b2f83e866c3,3540530,MBP.A2918.8GB.512GB.Grey.VGood,"MacBook Pro 14"" (2023) - Apple M3 mit 8‑Core CPU und 10-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5976222,vetted_exact,1,ca7a6f67-5725-4ffe-8179-031c56d33943,454501,MBA.A2179.2020.8GB.512GB.Silver.Fair,"MacBook Air 13"" Retina (2020) - Core i5 1.1 GHz SSD 512 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
5970611,vetted_exact,1,837fca52-dce8-4416-afb7-078d24da1f4c,3628227,MBA.A2337.8GB.512GB.Gold.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Gold,0,Price or comment missing,GOOD,
5959589,vetted_exact,2,b5d8a8cd-e2b5-47fb-8838-d7d28259fc03,725546,MBP13.2020.A2289A2251.i5.16GB.512GB.Silver.Fair,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i5 1.4 GHz SSD 512 - 16GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
5952719,vetted_exact,1,ca7a6f67-5725-4ffe-8179-031c56d33943,454501,MBA.A2179.i5.8GB.512GB.Silver.VGood,"MacBook Air 13"" Retina (2020) - Core i5 1.1 GHz SSD 512 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,EXCELLENT,
5942431,vetted_exact,1,0d47f0d4-b52a-4474-b898-5037459a5a10,762045,MBA.A2681.8GB.512GB.Midnight.Good,"MacBook Air 13"" (2022) - Apple M2 mit 8‑Core CPU und 10-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Midnight,0,Price or comment missing,GOOD,
5936706,vetted_exact,1,6fa6e8b9-e40e-4f53-8522-714029c7117f,545378,MBA.A2337.16GB.1TB.Grey.Vgood,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 16GB RAM - SSD 1000GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,VERY_GOOD,
5934212,vetted_exact,3,ada7178e-5527-4789-b896-4911ab21420e,529601,MBP.A2141.i7.16GB.512GB.Grey.Fair,"MacBook Pro Touch Bar 16"" Retina (2019) - Core i7 2.6 GHz SSD 512 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5934201,vetted_exact,1,4f09f6c4-b547-458d-8304-6c061c14add7,761602,MBA.A2681.8C.8C.16GB.256GB.Grey.Fair,"MacBook Air 13"" (2022) - Apple M2 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5934196,vetted_exact,1,dee251c5-2084-4ac0-8254-926a8eb20893,762029,MBP.A2338.M2.8GB.256GB.Silver.Fair,"MacBook Pro 13"" (2022) - Apple M2 mit 8‑Core CPU und 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
5934184,vetted_exact,2,ab191cdf-2e76-4701-bb6a-b851d27ef262,503367,MBA.A2179.i5.8GB.512GB.Grey.VGood,"MacBook Air 13"" Retina (2020) - Core i5 1.1 GHz SSD 512 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5928312,vetted_exact,1,837fca52-dce8-4416-afb7-078d24da1f4c,3628227,MBA.A2337.8C.8GB.512GB.Gold.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Gold,0,Price or comment missing,GOOD,
5928305,vetted_exact,1,f8974386-598e-4a1a-a798-8d62aa11ec78,369171,MBA.A1932.2019.8GB.256GB.Silver.VGood,"MacBook Air 13"" Retina (2019) - Core i5 1.6 GHz SSD 256 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,EXCELLENT,
5928302,vetted_exact,1,80760140-6528-4a2a-aab7-68d06b049d94,369170,MBA.2019.A1932.8GB.128GB.Gold.Fair,"MacBook Air 13"" Retina (2019) - Core i5 1.6 GHz SSD 128 - 8GB - QWERTY - Englisch",Gold,0,Price or comment missing,FAIR,
5923255,vetted_exact,1,5ae7aaa7-1977-4eec-bc47-57ad28316a76,715267,MBP.A2289.i7.8GB.256GB.Grey.VGood,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i7 1.7 GHz SSD 256 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5914859,vetted_exact,3,ab6fbe7f-ef87-4843-848d-2e5bac803117,1035903,MBA.A2179.i3.8GB.256GB.Gold.Fair,"MacBook Air 13"" Retina (2020) - Core i3 1.1 GHz SSD 256 - 8GB - QWERTY - Englisch",Gold,0,Price or comment missing,FAIR,
5906057,vetted_exact,1,ec0a5d7b-d137-45b3-b1e4-6a1244394e74,384570,MBP.A1990.32GB.1TB.Grey.Good,"MacBook Pro Touch Bar 15"" Retina (2018) - Core i9 2.9 GHz SSD 1000 - 32GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5906053,vetted_exact,3,29d6eb19-0867-42d6-9d9c-f579d5d118d1,387275,MBP.13.A2289.8GB.512GB.Grey.Good,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i5 1.4 GHz SSD 512 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5906050,vetted_exact,13,b8f6f0c1-d4f4-4693-8150-b112d5371b64,545434,MBA.A2337.8GB.256GB.Silver.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Silver,1,Price or comment missing,GOOD,
5906041,vetted_product_lineage,0,58b693f2-2c99-4674-848a-f0ab4f3ccf73,725335,MBA.A2179.8GB.256GB.Gold.Fair,"MacBook Air 13"" Retina (2020) - Core i5 1.1 GHz SSD 256 - 8GB - QWERTY - Englisch",Gold,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
5906038,vetted_exact,5,1e94610d-47fc-4e18-910a-1cbcec05bde1,623184,MBA.A2179.8GB.256GB.Grey.Good,"MacBook Air 13"" Retina (2020) - Core i3 1.1 GHz SSD 256 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5905466,vetted_exact,16,1e94610d-47fc-4e18-910a-1cbcec05bde1,623184,MBA.A2179.8GB.256GB.Grey.Fair,"MacBook Air 13"" Retina (2020) - Core i3 1.1 GHz SSD 256 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5889087,vetted_exact,1,ef20e8dd-bcbf-4d94-8933-15f59560b9b9,762088,MBP.A2338.M2.8GB.256GB.Grey.Good,"MacBook Pro 13"" (2022) - Apple M2 mit 8‑Core CPU und 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5880772,vetted_exact,1,cc7fee53-ccd4-4610-a74a-93abd4b9b716,3584296,MBA.A2337.8C.16G.512GB.Grey.Fair,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5874627,vetted_exact,3,1b212f6d-aa05-4b8d-802d-c633845d7f9d,545429,MBA.A2337.8C.8GB.512GB.Grey.Fair,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5860316,vetted_exact,1,937c5a73-b367-4bc7-a817-c05f66c84572,1640420,MBP.A2780.19C.16GB.512GB.Grey.Good,"MacBook Pro 16"" (2023) - Apple M2 Pro mit 12‑Core CPU und 19-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5860299,vetted_exact,1,54938c63-7812-4bd5-be19-502d240dceee,384573,MBP16.A2141.16GB.1TB.Grey.VGood,"MacBook Pro Touch Bar 16"" Retina (2019) - Core i9 2.3 GHz SSD 1000 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5860258,vetted_exact,2,defdf354-2287-4d17-ad0e-26b4b8955427,566717,MBA.A2179.2020.i5.8GB.512GB.Grey.Fair,"MacBook Air 13"" Retina (2020) - Core i3 1.1 GHz SSD 512 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5850815,vetted_exact,1,ada7178e-5527-4789-b896-4911ab21420e,529601,MBP.A2141.16GB.512GB.Grey.VGood,"MacBook Pro Touch Bar 16"" Retina (2019) - Core i7 2.6 GHz SSD 512 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5831192,vetted_exact,3,dfa598d7-8fc1-4587-bbe4-3fe6af60e764,545449,MBA.A2337.8CORE.8GB.512GB.Silver.Fair,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
5822967,vetted_exact,1,6c42ad60-b32e-499d-8cc6-03b18e570202,761558,MBA.A2681.8GB.256GB.Silver.Vgood,"MacBook Air 13"" (2022) - Apple M2 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Silver,0,Price or comment missing,VERY_GOOD,
5822956,vetted_exact,1,dfa598d7-8fc1-4587-bbe4-3fe6af60e764,545449,MBA.A2337.8CORE.8GB.512GB.Silver.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Silver,0,Price or comment missing,GOOD,
5785811,vetted_exact,5,6a12f485-f07a-485a-9ca9-a025126a5054,1310700,MBP.A2289.i5.8GB.256GB.Silver.Fair,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i5 1.4 GHz SSD 256 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
5785810,vetted_exact,3,aa2b1d19-e2d8-42b2-b4cd-39413589090f,520714,MBA.A1932.2019.8GB.128GB.Grey.Good,"MacBook Air 13"" Retina (2019) - Core i5 1.6 GHz SSD 128 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5754130,vetted_exact,1,062591f8-62ae-4d72-be43-6417a63ad900,495117,MBP13.2020.A2289. i5.256.Grey.Fair,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i5 1.4 GHz SSD 512 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5727829,vetted_exact,1,8aec7205-486d-4d96-b218-87f9427b34cb,366481,MBP.A2159.i5.8GB.256GB.Silver.VGood,"MacBook Pro Touch Bar 13"" Retina (2019) - Core i5 1.4 GHz SSD 256 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,EXCELLENT,
5712370,vetted_exact,1,ca7a6f67-5725-4ffe-8179-031c56d33943,454501,MBA.A2179.2020.8GB.512GB.Silver.Good,"MacBook Air 13"" Retina (2020) - Core i5 1.1 GHz SSD 512 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,GOOD,
5712361,vetted_exact,1,1c9c0aca-33a7-426c-8e0f-289f4fd65f1f,384710,MBA.A1932.2019.16GB.512GB.Gold.Fair,"MacBook Air 13"" Retina (2019) - Core i5 1.6 GHz SSD 512 - 16GB - QWERTY - Englisch",Gold,0,Price or comment missing,FAIR,
5704477,vetted_exact,2,7b001f5f-bf3c-425d-b3e9-be4bb272956c,387243,MBA.A1932.2019.8GB.256GB.Grey.Fair,"MacBook Air 13"" Retina (2019) - Core i5 1.6 GHz SSD 256 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5704342,vetted_exact,2,80760140-6528-4a2a-aab7-68d06b049d94,369170,MBA.A1932.8GB.128GB.2019.Gold.Fair,"MacBook Air 13"" Retina (2019) - Core i5 1.6 GHz SSD 128 - 8GB - QWERTY - Englisch",Gold,0,Price or comment missing,FAIR,
5691082,vetted_exact,1,2da12790-c8b6-4a2b-9cc3-e378e656ca0b,340146,MBP.A1989.i5.8GB.256GB.Grey.Good,"MacBook Pro Touch Bar 13"" Retina (2019) - Core i5 2.4 GHz SSD 256 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5683994,vetted_exact,5,ada7178e-5527-4789-b896-4911ab21420e,529601,MBP.A2141.i7.16GB.512GB.Grey.Good,"MacBook Pro Touch Bar 16"" Retina (2019) - Core i7 2.6 GHz SSD 512 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5683938,vetted_exact,1,87214b18-2f32-49a3-b612-f390c294eb73,545353,MBP.A2338.M1.8GB.1TB.Silver.VGood,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - Englisch",Silver,0,Price or comment missing,EXCELLENT,
5683900,vetted_exact,5,ab6fbe7f-ef87-4843-848d-2e5bac803117,1035903,MBA.A2179.i3.8GB.256GB.Gold.Good,"MacBook Air 13"" Retina (2020) - Core i3 1.1 GHz SSD 256 - 8GB - QWERTY - Englisch",Gold,0,Price or comment missing,GOOD,
5683897,vetted_exact,2,ab6fbe7f-ef87-4843-848d-2e5bac803117,1035903,MBA.A2179.i3.8GB.256GB.Gold.VGood,"MacBook Air 13"" Retina (2020) - Core i3 1.1 GHz SSD 256 - 8GB - QWERTY - Englisch",Gold,0,Price or comment missing,EXCELLENT,
5674789,vetted_product_lineage,0,313b776d-eab9-438a-bffd-c139a86f67b4,545357,MBP.A2338.M1.16GB.1TB.Grey.Fair,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 1000GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
5674786,vetted_exact,2,313b776d-eab9-438a-bffd-c139a86f67b4,545357,MBP.A2338.M1.16GB.1TB.Grey.Good,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 1000GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5666130,vetted_exact,1,c27bf431-c218-4bf3-92a2-25dcac039bff,469414,MBP.A2159.i5.16GB.256GB.Grey.Fair,"MacBook Pro Touch Bar 13"" Retina (2019) - Core i5 1.4 GHz SSD 256 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5666116,vetted_exact,9,b8f6f0c1-d4f4-4693-8150-b112d5371b64,545434,MBA.A2337.8GB.256GB.Silver.Vgood,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Silver,0,Price or comment missing,VERY_GOOD,
5666105,vetted_exact,1,1b212f6d-aa05-4b8d-802d-c633845d7f9d,545429,MBA.A2337.8CORE.8GB.512GB.Grey.Fair,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5666087,vetted_exact,1,37520bc3-4b33-418a-b334-e5c55264c9fb,368159,MBA.A1932.2019.8GB.128GB.Silver.Good,"MacBook Air 13"" Retina (2019) - Core i5 1.6 GHz SSD 128 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,GOOD,
5666063,vetted_exact,8,aa2b1d19-e2d8-42b2-b4cd-39413589090f,520714,MBA.A1932.2019.8GB.128GB.Grey.Fair,"MacBook Air 13"" Retina (2019) - Core i5 1.6 GHz SSD 128 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5656869,vetted_exact,1,16d3e687-3512-40f5-a648-79affa14f607,337614,MBA.A1932.8GB.128GB.Silver.VGood,"MacBook Air 13"" Retina (2018) - Core i5 1.6 GHz SSD 128 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,EXCELLENT,
5653195,vetted_exact,6,c9de7d5f-2528-4439-8807-74d15cfd672e,545393,MBA.A2337.8GB.256GB.Gold.Vgood,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Gold,0,Price or comment missing,EXCELLENT,
5627947,vetted_exact,1,4b2240ef-9380-4a78-b994-cfb4a2e0eb5d,777102,MBP.A1990.i9.16GB.1TB.Grey.Fair,"MacBook Pro Touch Bar 15"" Retina (2018) - Core i9 2.9 GHz SSD 1000 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5625405,vetted_exact,2,012e05e5-8e40-4867-bba9-56023be0aece,352830,MBP.A2159.8GB.128GB.i5.Silver.VGood,"MacBook Pro Touch Bar 13"" Retina (2019) - Core i5 1.4 GHz SSD 128 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,EXCELLENT,
5625357,vetted_exact,5,1b212f6d-aa05-4b8d-802d-c633845d7f9d,545429,MBA.A2337.8GB.512GB.Grey.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5606748,vetted_exact,1,43221f93-0d9a-45ec-870b-02d1613c7471,543497,MBP.A2442.16GB.512GB.Silver.Good,"MacBook Pro 14"" (2021) - Apple M1 Pro mit 8‑Core CPU und 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Silver,0,Price or comment missing,GOOD,
5606693,vetted_exact,2,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBAA2337.8GB.256GB.Grey.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5606645,vetted_exact,13,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBA.A2337.8GB.256GB.Grey.VGood,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5606635,vetted_exact,1,cc7fee53-ccd4-4610-a74a-93abd4b9b716,3584296,MBA.A2337.16GB.512GB.Grey.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5606597,vetted_exact,9,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBA.A2337.8GB.256GB.Grey.Fair,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5606591,vetted_exact,5,6a12f485-f07a-485a-9ca9-a025126a5054,1310700,MBP.A2289.i5.8GB.256GB.Silver.Good,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i5 1.4 GHz SSD 256 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,GOOD,
5587273,vetted_exact,1,64a08696-8c1b-4268-8877-b54703bc146d,543536,MBP14.A2442.16GB.1TB.Silver.Excellent,"MacBook Pro 14"" (2021) - Apple M1 Pro mit 10‑Core CPU und 16-core GPU - 16GB RAM - SSD 1000GB - QWERTY - Englisch",Silver,0,Price or comment missing,EXCELLENT,
5587245,vetted_exact,1,dfa598d7-8fc1-4587-bbe4-3fe6af60e764,545449,MBA.A2337.8GB.512GB.Silver.Fair,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
5587201,vetted_exact,2,dfa598d7-8fc1-4587-bbe4-3fe6af60e764,545449,MBA.A2337.8GB.512GB.Silver.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Silver,0,Price or comment missing,GOOD,
5587165,vetted_exact,2,c11badcb-0ba1-4071-9769-4ba26de94e98,2160473,MBA.A2941.8GB.256GB.Midnight.Fair,"MacBook Air 15"" (2023) - Apple M2 mit 8‑Core CPU und 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Midnight,0,Price or comment missing,FAIR,
5587163,vetted_exact,1,1548ad7a-4e77-4181-ae59-8999a39d93d7,2160474,MBA.A2941.8GB.256GB.Grey.VGood,"MacBook Air 15"" (2023) - Apple M2 mit 8‑Core CPU und 10-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5587142,vetted_exact,1,7ec61285-e7f0-47e7-a338-cc55f7ec5a41,543450,MBP.A2485.16GB.512GB.Grey.Good,"MacBook Pro 16"" (2021) - Apple M1 Pro mit 10‑Core CPU und 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5578720,vetted_exact,2,4e4393eb-bae2-46c6-9ad3-f78cc6337d02,721525,MBP15.A1990.i7.16GB.512GB.Grey.Good,"MacBook Pro Touch Bar 15"" Retina (2018) - Core i7 2.6 GHz SSD 512 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5578692,vetted_exact,1,012e05e5-8e40-4867-bba9-56023be0aece,352830,MBP.A2159.8GB.128GB.i5.Silver.Good,"MacBook Pro Touch Bar 13"" Retina (2019) - Core i5 1.4 GHz SSD 128 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,GOOD,
5570963,vetted_exact,2,47537b25-138d-45ff-b907-84d67b47813b,2866507,MBP.A2251.i5.16GB.512GB.Grey.Good,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i5 2.0 GHz SSD 512 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5565512,vetted_exact,1,7f23943c-b893-4809-903c-ce75943cd0b7,366583,MBP13.A1706.8GB.256GB.i5.Silver.Good,"MacBook Pro Touch Bar 13"" Retina (2016) - Core i5 2.9 GHz SSD 256 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,GOOD,
5561600,vetted_exact,2,b8f6f0c1-d4f4-4693-8150-b112d5371b64,545434,MBA.A2337.M1.8GB.256GB.Silver.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Silver,0,Price or comment missing,GOOD,
5561595,vetted_exact,1,1b212f6d-aa05-4b8d-802d-c633845d7f9d,545429,MBA.A2337.M1.8GB.512GB.Grey.VGood,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5561581,vetted_exact,8,8948b82c-f746-4be0-a8b0-0758b1dc4acc,545418,MBP.M1.A2338.8GB.256GB.Grey.VGood,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5561484,vetted_exact,8,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBA.M1.A2337.8GB.256GB.Grey.Fair,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5558302,vetted_exact,3,1e1ec3c9-c221-4651-870c-74d2c8c28a3c,543513,MBP.A2442.16GB.512GB.Grey.VGood,"MacBook Pro 14"" (2021) - Apple M1 Pro mit 8‑Core CPU und 14-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
5556753,vetted_exact,6,d34c17e5-b7e6-4fc9-957f-a35b36b5affa,387195,MBP.13.A2289.8GB.256GB.Grey.Good,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i5 1.4 GHz SSD 256 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5556743,vetted_exact,2,8948b82c-f746-4be0-a8b0-0758b1dc4acc,545418,MBP.M1.A2338.8GB.256GB.Grey.Good,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5556732,vetted_exact,1,47537b25-138d-45ff-b907-84d67b47813b,2866507,MBP.A2289.16GB.512GB.i5.Grey.Good,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i5 2.0 GHz SSD 512 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
5556729,vetted_exact,7,2e5a20ad-b8f0-4881-bb51-f545c684e7ef,352828,MBP.A2159.8GB.128GB.i5.Grey.Fair,"MacBook Pro Touch Bar 13"" Retina (2019) - Core i5 1.4 GHz SSD 128 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5550923,vetted_exact,2,b223cd84-efe0-4092-a0da-728b2f73c5fc,543350,MBP.A2442.32GB.512GB.Grey.Fair,"MacBook Pro 14"" (2021) - Apple M1 Pro mit 8‑Core CPU und 14-core GPU - 32GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
