listing_no,status,history_count,export_uuid,export_backmarket_id,export_sku,title,catalog_colour,quantity,status_text,export_grade,reasons
1451186,vetted_exact,1,d1f26a30-114e-4172-ac64-060eb5ec9869,199320,iPXR.Coral.128GB.VeryGood,iPhone XR 128GB - Coral - Libre,,0,Price or comment missing,VERY_GOOD,
1451183,vetted_product_lineage,0,d1f26a30-114e-4172-ac64-060eb5ec9869,199320,iPXR.Coral.128GB.Stallone,iPhone XR 128GB - Coral - Libre,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1451177,vetted_product_lineage,0,d1f26a30-114e-4172-ac64-060eb5ec9869,199320,iPXR.Coral.128GB.Good,iPhone XR 128GB - Coral - Libre,,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
1451176,vetted_product_lineage,0,d1f26a30-114e-4172-ac64-060eb5ec9869,199320,iPXR.Coral.128GB.Fair,iPhone XR 128GB - Coral - Libre,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1451174,vetted_exact,4,1c738771-4d39-4acf-9b54-52e0a3fad0df,213077,iPXR.Blue.64GB.VeryGood,iPhone XR 64GB - Azul - Libre,,0,Price or comment missing,VERY_GOOD,
1451147,vetted_exact,7,8199595f-76ac-47aa-bea7-1017e1fe0392,161659,iPXR.Black.64GB.VeryGood,iPhone XR 64GB - Negro - Libre,,0,Price or comment missing,VERY_GOOD,
1451131,vetted_exact,1,2963532c-c4a6-4482-bba5-11594510123d,199289,iPXR.Black.128GB.VeryGood,iPhone XR 128GB - Negro - Libre,,0,Price or comment missing,VERY_GOOD,
1451130,vetted_product_lineage,0,2963532c-c4a6-4482-bba5-11594510123d,199289,iPXR.Black.128GB.Stallone,iPhone XR 128GB - Negro - Libre,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1451128,vetted_product_lineage,0,2963532c-c4a6-4482-bba5-11594510123d,199289,iPXR.Black.128GB.Fair,iPhone XR 128GB - Negro - Libre,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1451003,vetted_exact,1,8a9d4ab9-46f9-406b-8a10-c18a719cda81,290033,iP11.PRO.SpaceGrey.64GB.Good,iPhone 11 Pro 64GB - Gris Espacial - Libre,,0,Price or comment missing,GOOD,
1450991,vetted_exact,2,934ce03d-d77d-4ec3-9316-ba84614ad715,290037,iP11.PRO.SpaceGrey.256GB.VeryGood,iPhone 11 Pro 256GB - Gris Espacial - Libre,,0,Price or comment missing,VERY_GOOD,
1450989,vetted_product_lineage,0,934ce03d-d77d-4ec3-9316-ba84614ad715,290037,iP11.PRO.SpaceGrey.256GB.Stallone,iPhone 11 Pro 256GB - Gris Espacial - Libre,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1450986,vetted_product_lineage,0,934ce03d-d77d-4ec3-9316-ba84614ad715,290037,iP11.PRO.SpaceGrey.256GB.Good,iPhone 11 Pro 256GB - Gris Espacial - Libre,,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
1450985,vetted_product_lineage,0,934ce03d-d77d-4ec3-9316-ba84614ad715,290037,iP11.PRO.SpaceGrey.256GB.Fair,iPhone 11 Pro 256GB - Gris Espacial - Libre,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1450959,vetted_product_lineage,0,b35cbbcd-fce1-4dc2-92da-00296472aaf4,290036,iP11.PRO.MidnightGreen.64GB.VeryGood,iPhone 11 Pro 64GB - Verde Noche - Libre,,0,Price or comment missing,VERY_GOOD,no direct listing history; vetted by product lineage
1450957,vetted_product_lineage,0,b35cbbcd-fce1-4dc2-92da-00296472aaf4,290036,iP11.PRO.MidnightGreen.64GB.Stallone,iPhone 11 Pro 64GB - Verde Noche - Libre,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1450954,vetted_exact,2,b35cbbcd-fce1-4dc2-92da-00296472aaf4,290036,iP11.PRO.MidnightGreen.64GB.Good,iPhone 11 Pro 64GB - Verde Noche - Libre,,0,Price or comment missing,GOOD,
1450953,vetted_product_lineage,0,b35cbbcd-fce1-4dc2-92da-00296472aaf4,290036,iP11.PRO.MidnightGreen.64GB.Fair,iPhone 11 Pro 64GB - Verde Noche - Libre,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1450877,vetted_exact,1,78c89984-2b2f-4a01-abed-5a9ea8205ea0,290058,iP11.White.64GB.VeryGood,iPhone 11 64GB - Blanco - Libre,,0,Price or comment missing,VERY_GOOD,
1450872,vetted_exact,2,78c89984-2b2f-4a01-abed-5a9ea8205ea0,290058,iP11.White.64GB.Good,iPhone 11 64GB - Blanco - Libre,,0,Price or comment missing,GOOD,
1450843,vetted_exact,2,701179ec-a741-4ab7-bdf8-5a08bb59dd90,290060,iP11.Red.64GB.Good,iPhone 11 64GB - Rojo - Libre,,0,Price or comment missing,GOOD,
1450814,vetted_exact,2,c6ea3e23-0e46-442e-a391-c08555d28f37,290062,iP11.Purple.64GB.Good,iPhone 11 64GB - Púrpura - Libre,,0,Price or comment missing,GOOD,
1450751,vetted_exact,2,0106bb6f-3975-4794-b9a0-7d920669484c,290057,iP11.Black.64GB.VeryGood,iPhone 11 64GB - Negro - Libre,,0,Price or comment missing,VERY_GOOD,
1450750,vetted_exact,2,0106bb6f-3975-4794-b9a0-7d920669484c,290057,iP11.Black.64GB.Good,iPhone 11 64GB - Negro - Libre,,-1,Price or comment missing,GOOD,
1450708,vetted_exact,3,1053e68e-a03e-44f7-9e37-fc9e28e85f41,166063,iPXS.MAX.SpaceGrey.64GB.Good,iPhone XS Max 64GB - Gris Espacial - Libre,,0,Price or comment missing,GOOD,
1450707,vetted_exact,2,1053e68e-a03e-44f7-9e37-fc9e28e85f41,166063,iPXS.MAX.SpaceGrey.64GB.Fair,iPhone XS Max 64GB - Gris Espacial - Libre,,0,Price or comment missing,FAIR,
1450679,vetted_product_lineage,0,0c541cf4-0dbe-4860-941b-0c50b5350455,170952,iPXS.MAX.Silver.512GB.Good,iPhone XS Max 512GB - Plata - Libre,,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
1450677,vetted_product_lineage,0,0c541cf4-0dbe-4860-941b-0c50b5350455,170952,iPXS.MAX.Silver.512GB.Fair,iPhone XS Max 512GB - Plata - Libre,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1450674,vetted_exact,1,c947c66c-faf1-466b-946a-9d897e26e339,178228,iPXS.MAX.Silver.64GB.VeryGood,iPhone XS Max 64GB - Plata - Libre,,0,Price or comment missing,VERY_GOOD,
1450673,vetted_product_lineage,0,c947c66c-faf1-466b-946a-9d897e26e339,178228,iPXS.MAX.Silver.64GB.Stallone,iPhone XS Max 64GB - Plata - Libre,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1450672,vetted_product_lineage,0,c947c66c-faf1-466b-946a-9d897e26e339,178228,iPXS.MAX.Silver.64GB.Good,iPhone XS Max 64GB - Plata - Libre,,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
1450668,vetted_product_lineage,0,c947c66c-faf1-466b-946a-9d897e26e339,178228,iPXS.MAX.Silver.64GB.Fair,iPhone XS Max 64GB - Plata - Libre,,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
1424979,vetted_exact,1,49cee1e1-222d-4b48-853a-cfdc351a716e,175710,iPXS.MAX.Gold.256GB.Excellent,iPhone XS Max 256GB - Oro - Libre,,0,Price or comment missing,EXCELLENT,
1424933,vetted_exact,4,e0c8f23a-e8f6-434b-b661-2aa6cf0c7bf6,181534,iPXS.MAX.Gold.64GB.VeryGood,iPhone XS Max 64GB - Oro - Libre,,0,Price or comment missing,VERY_GOOD,
1424929,vetted_exact,2,e0c8f23a-e8f6-434b-b661-2aa6cf0c7bf6,181534,iPXS.MAX.Gold.64GB.Stallone,iPhone XS Max 64GB - Oro - Libre,,0,Price or comment missing,STALLONE,
1424666,vetted_product_lineage,0,ca10cd3e-2fcf-4263-8a07-852f6357972e,169106,iPXS.Silver.64GB.Stallone,iPhone XS 64GB - Plata - Libre,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1424640,vetted_exact,2,41d1466b-2e2e-4283-b1af-07421639deff,161653,iPXS.SpaceGrey.256GB.Stallone,iPhone XS 256GB - Gris Espacial - Libre,,0,Price or comment missing,STALLONE,
1424307,vetted_exact,7,4052792b-2bc8-45eb-b3e8-7d57141702f9,178592,iPXS.SpaceGrey.64GB.Fair,iPhone XS 64GB - Gris Espacial - Libre,,0,Price or comment missing,FAIR,
1424138,vetted_exact,1,b0f759b9-dd02-4763-8c49-b035bb194e04,36834,iPX.SpaceGrey.256GB.VeryGood,iPhone X 256GB - Gris Espacial - Libre,,0,Price or comment missing,VERY_GOOD,
1424132,vetted_exact,1,b0f759b9-dd02-4763-8c49-b035bb194e04,36834,iPX.SpaceGrey.256GB.Good,iPhone X 256GB - Gris Espacial - Libre,,0,Price or comment missing,GOOD,
1424123,vetted_exact,2,8822c6ae-4e5d-4b02-a681-4b28843fce2c,36835,iPX.Silver.64GB.VeryGood,iPhone X 64GB - Plata - Libre,,0,Price or comment missing,VERY_GOOD,
1424118,vetted_exact,1,b8743e87-5b9b-4bb4-969a-f7f792b04618,36836,iPX.Silver.256GB.VeryGood,iPhone X 256GB - Plata - Libre,,0,Price or comment missing,VERY_GOOD,
1424116,vetted_product_lineage,0,b8743e87-5b9b-4bb4-969a-f7f792b04618,36836,iPX.Silver.256GB.Stallone,iPhone X 256GB - Plata - Libre,,0,Price or comment missing,STALLONE,no direct listing history; vetted by product lineage
1423836,vetted_exact,3,1bf201d4-6b3e-4e26-bdc3-a461268e96c9,36833,iPX.SpaceGrey.64GB.VeryGood,iPhone X 64GB - Gris Espacial - Libre,,0,Price or comment missing,VERY_GOOD,
1422238,vetted_normalized,1,b0f759b9-dd02-4763-8c49-b035bb194e04,36834,iPX.SpaceGrey.256GB.Fair,iPhone X 256GB - Gris Espacial - Libre,,0,Price or comment missing,FAIR,sku differs only after normalization
1401177,vetted_exact,4,8822c6ae-4e5d-4b02-a681-4b28843fce2c,36835,iPX.Silver.64GB.Good,iPhone X 64GB - Plata - Libre,,0,Validation in progress,GOOD,
1398224,vetted_normalized,5,8199595f-76ac-47aa-bea7-1017e1fe0392,161659,iPXR.Black.64GB.Good,iPhone XR 64GB - Negro - Libre,,0,Validation in progress,GOOD,sku differs only after normalization
1397823,vetted_normalized,5,b8743e87-5b9b-4bb4-969a-f7f792b04618,36836,iPX.Silver.256GB.Good,iPhone X 256GB - Plata - Libre,,0,Validation in progress,GOOD,sku differs only after normalization
1397419,vetted_exact,7,8199595f-76ac-47aa-bea7-1017e1fe0392,161659,iPXR.Black.64GB.Stallone,iPhone XR 64GB - Negro - Libre,,0,Validation in progress,STALLONE,
1386096,vetted_exact,1,a5e0946a-3b23-45ec-8006-818c331a6439,189925,iPXR.White.64GB.Fair,iPhone XR 64GB - Blanco - Libre,,0,Validation in progress,FAIR,
1386077,vetted_exact,2,8822c6ae-4e5d-4b02-a681-4b28843fce2c,36835,iPX.Silver.64GB.Fair,iPhone X 64GB - Plata - Libre,,0,Validation in progress,FAIR,
1386018,vetted_exact,13,1bf201d4-6b3e-4e26-bdc3-a461268e96c9,36833,iPX.SpaceGrey.64GB.Stallone,iPhone X 64GB - Gris Espacial - Libre,,0,Validation in progress,STALLONE,
1384433,vetted_exact,1,2963532c-c4a6-4482-bba5-11594510123d,199289,iPXR.Black.128GB.Good,iPhone XR 128GB - Negro - Libre,,0,Validation in progress,GOOD,
1384321,vetted_exact,3,7737c5d7-56dc-4a95-a53a-b97467045c96,175669,iPXS.Gold.64GB.Fair,iPhone XS 64GB - Oro - Libre,,0,Validation in progress,FAIR,
1384315,vetted_exact,1,eddc6437-fa57-4331-8ceb-8661cf52ccbb,161655,iPXS.Gold.256GB.Stallone.,iPhone XS 256GB - Oro - Libre,,0,Validation in progress,STALLONE,
1384310,vetted_exact,15,1bf201d4-6b3e-4e26-bdc3-a461268e96c9,36833,iPX.SpaceGrey.64GB.Fair,iPhone X 64GB - Gris Espacial - Libre,,0,Validation in progress,FAIR,
1384297,vetted_normalized,2,b8743e87-5b9b-4bb4-969a-f7f792b04618,36836,iPX.Silver.256GB.Fair,iPhone X 256GB - Plata - Libre,,0,Validation in progress,FAIR,sku differs only after normalization
1384282,vetted_exact,8,8822c6ae-4e5d-4b02-a681-4b28843fce2c,36835,iPX.Silver.64GB.Stallone,iPhone X 64GB - Plata - Libre,,0,Validation in progress,STALLONE,
1379773,vetted_exact,11,1bf201d4-6b3e-4e26-bdc3-a461268e96c9,36833,iPX.SpaceGrey.64GB.Good,iPhone X 64GB - Gris Espacial - Libre,,0,Validation in progress,GOOD,
1379742,vetted_exact,2,8199595f-76ac-47aa-bea7-1017e1fe0392,161659,iPXR.Black.64GB.Fair,iPhone XR 64GB - Negro - Libre,,0,Validation in progress,FAIR,
1379712,vetted_exact,2,0fdd2e59-8366-44b8-aa48-02738933b397,38770,iP8Plus.Silver.64GB.Vgood,iPhone 8 Plus 64GB - Plata - Libre,,0,Disabled,VERY_GOOD,
1379672,vetted_exact,1,2defb1fb-7c30-435f-a1ff-ab879a6a0ab9,127776,iP8.Red.64GB.Vgood,iPhone 8 64GB - Rojo - Libre,,0,Disabled,VERY_GOOD,
1372956,vetted_normalized,4,b0f759b9-dd02-4763-8c49-b035bb194e04,36834,iPX.SpaceGrey.256GB.Stallone,iPhone X 256GB - Gris Espacial - Libre,,0,Validation in progress,STALLONE,sku differs only after normalization
1372955,vetted_normalized,10,4052792b-2bc8-45eb-b3e8-7d57141702f9,178592,iPXS.SpaceGrey.64GB.Stallone,iPhone XS 64GB - Gris Espacial - Libre,,0,Validation in progress,STALLONE,sku differs only after normalization
1372954,vetted_normalized,7,4052792b-2bc8-45eb-b3e8-7d57141702f9,178592,iPXS.SpaceGrey.64GB.Good,iPhone XS 64GB - Gris Espacial - Libre,,0,Validation in progress,GOOD,sku differs only after normalization
1372953,vetted_normalized,6,41d1466b-2e2e-4283-b1af-07421639deff,161653,iPXS.SpaceGrey.256GB.Good,iPhone XS 256GB - Gris Espacial - Libre,,0,Validation in progress,GOOD,sku differs only after normalization
1372949,vetted_normalized,9,7737c5d7-56dc-4a95-a53a-b97467045c96,175669,iPXS.Gold.64GB.Good,iPhone XS 64GB - Oro - Libre,,0,Validation in progress,GOOD,sku differs only after normalization
1372947,vetted_normalized,4,eddc6437-fa57-4331-8ceb-8661cf52ccbb,161655,iPXS.Gold.256GB.VeryGood,iPhone XS 256GB - Oro - Libre,,0,Validation in progress,VERY_GOOD,sku differs only after normalization
6709323,vetted_product_lineage,0,0813a2a6-fd00-4d5f-8ad0-d51aea5715f4,596539,MBP.A2251.I7.32GB.2TB.Grey.VERY_GOOD,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i7 2.3 GHz SSD 2000 - 32GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,VERY_GOOD,no direct listing history; vetted by product lineage
6709315,vetted_product_lineage,0,87214b18-2f32-49a3-b612-f390c294eb73,545353,MBP.A2338.M1.8GB.1TB.Silver.VERY_GOOD,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - Englisch",Silver,0,Price or comment missing,VERY_GOOD,no direct listing history; vetted by product lineage
6709310,vetted_product_lineage,0,2d7af07a-48ec-4b7b-b742-c0fd999f15bd,545358,MBP.A2338.M1.8GB.1TB.Grey.VERY_GOOD,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,VERY_GOOD,no direct listing history; vetted by product lineage
6709304,vetted_product_lineage,0,313b776d-eab9-438a-bffd-c139a86f67b4,545357,MBP.A2338.M1.16GB.1TB.Grey.VERY_GOOD,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 1000GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,VERY_GOOD,no direct listing history; vetted by product lineage
6709276,vetted_product_lineage,0,87214b18-2f32-49a3-b612-f390c294eb73,545353,MBP.A2338.M1.8GB.1TB.Silver.GOOD,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - Englisch",Silver,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
6709250,vetted_product_lineage,0,0813a2a6-fd00-4d5f-8ad0-d51aea5715f4,596539,MBP.A2251.I7.32GB.2TB.Grey.FAIR,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i7 2.3 GHz SSD 2000 - 32GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
6709247,vetted_product_lineage,0,87214b18-2f32-49a3-b612-f390c294eb73,545353,MBP.A2338.M1.8GB.1TB.Silver.FAIR,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
6709047,vetted_exact,1,7408af3f-40ad-4e74-aff8-d2acca799683,2872244,MBP.A2338.M1.16GB.256GB.Grey.Fair,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
6709046,vetted_exact,1,bb65708b-a0c7-4570-81ee-39b2737f90ee,3541864,MBP.A2991.M3PRO.18GB.512GB.Space Black.Fair,"MacBook Pro 16"" (2023) - Apple M3 Pro mit 12‑Core CPU und 18-core GPU - 18GB RAM - SSD 512GB - QWERTY - Englisch",Space Black,0,Price or comment missing,FAIR,
6577956,vetted_exact,1,b8f6f0c1-d4f4-4693-8150-b112d5371b64,545434,MBA.A2337.M1.7C.8GB.256GB.Silver.Fair,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
6577955,vetted_exact,1,1f853308-2051-4982-a9d1-b8025829fb74,762080,MBA.A2681.M2.8GB.1TB.Midnight.Fair,"MacBook Air 13"" (2022) - Apple M2 mit 8‑Core CPU und 10-core GPU - 8GB RAM - SSD 1000GB - QWERTY - Englisch",,0,Disabled,FAIR,
6461991,vetted_exact,1,971d112f-19a2-434b-982a-e393399d9fd9,1640330,MBP.A2779.16GB.512GB.Silver.Good,"MacBook Pro 14"" (2023) - Apple M2 Pro mit 10‑Core CPU und 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Silver,0,Disabled,GOOD,
6430816,vetted_product_lineage,0,66817557-aa53-47aa-b076-0b2f83e866c3,3540530,MBP.A2918.8GB.512GB.Grey.Fair,"MacBook Pro 14"" (2023) - Apple M3 mit 8‑Core CPU und 10-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,no direct listing history; vetted by product lineage
6391708,vetted_exact,1,5848c8eb-d4d5-4420-a62d-68f7dda35878,762073,MBA.A2681.16GB.512GB.8C.10C.Grey.Good,"MacBook Air 13"" (2022) - Apple M2 mit 8‑Core CPU und 10-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
6382950,vetted_product_lineage,0,66817557-aa53-47aa-b076-0b2f83e866c3,3540530,MBP.A2918.8GB.512GB.Grey.Good,"MacBook Pro 14"" (2023) - Apple M3 mit 8‑Core CPU und 10-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,no direct listing history; vetted by product lineage
6355474,vetted_exact,1,2e0861d0-a787-4034-9f77-cab773b66dcb,626770,MBP.A2338.8C.10G.16GB.512GB.Grey.VGood,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
6317265,vetted_exact,1,c7e1b286-aaa2-4139-ab20-4aed884ee871,761566,MBA.A2681.8GB.512GB.Midnight.Fair,"MacBook Air 13"" (2022) - Apple M2 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Midnight,0,Price or comment missing,FAIR,
6290951,vetted_exact,2,0dfd2e16-45be-4594-afaa-ee5a19662985,871170,MBP.A2338.M1.8GB.256GB.Silver.VGood,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Silver,0,Price or comment missing,EXCELLENT,
6275377,vetted_exact,3,c7e1b286-aaa2-4139-ab20-4aed884ee871,761566,MBA.A2681.8C.8C.8GB.512GB.Midnight.Good,"MacBook Air 13"" (2022) - Apple M2 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Midnight,0,Price or comment missing,GOOD,
6272172,vetted_exact,1,1fb9d5b7-e237-4712-8613-7655ab2654b6,545412,MBP.M1A2338.16GB.256GB.Silver.Fair,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 256GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
6268321,vetted_exact,1,7408af3f-40ad-4e74-aff8-d2acca799683,2872244,MBP13.M1A2338.16GB.256GB.Grey.VGood,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,EXCELLENT,
6259636,vetted_exact,1,14e25e82-1740-4cf9-9f46-23b1616d315c,1005392,MBP.A2141.i9.5500M.32GB.512GB.Grey.Fair,"MacBook Pro Touch Bar 16"" Retina (2019) - Core i9 2.4 GHz SSD 512 - 32GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
6255699,vetted_exact,2,ea7314c8-11c0-41e1-920d-c52f01b2a1a3,543408,MBP.A2442.10C.24C.64GB.512GB.Grey.Fair,"MacBook Pro 14"" (2021) - Apple M1 Max mit 10‑Core CPU und 24-core GPU - 64GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
6232854,vetted_exact,1,4ba6d96c-566d-4af8-9780-c0567a9c29ca,543548,MBP14.A2442.16GB.1TB.Grey.Fair,"MacBook Pro 14"" (2021) - Apple M1 Pro mit 10‑Core CPU und 16-core GPU - 16GB RAM - SSD 1000GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
6231231,vetted_exact,2,2e0861d0-a787-4034-9f77-cab773b66dcb,626770,MBP13.M1A2338.16GB.512GB.Grey.Fair,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
6221056,vetted_exact,1,b8f27582-8d02-4fee-b4c2-8f6233d0da29,545432,MBA.A2337.7C.16GB.512GB.Grey.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
6202826,vetted_exact,1,f8974386-598e-4a1a-a798-8d62aa11ec78,369171,MBA.A1932.2019.8GB.256GB.Silver.Fair,"MacBook Air 13"" Retina (2019) - Core i5 1.6 GHz SSD 256 - 8GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
6183913,vetted_exact,2,9d690128-774c-43fd-9a7c-b57035e1ca88,387276,MBP.A2289.i5.8GB.512GB.Grey.Fair,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i5 1.4 GHz SSD 512 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
6170881,vetted_exact,1,c4829d5f-d893-4a49-ab81-a1fbc9752c2c,545433,MBA.A2337.7C.8GB.512GB.Silver.Fair,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 512GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
6154007,vetted_exact,1,03773c6d-1e47-4eeb-acda-ace9e100b42e,558710,MBA.A2179.2020.i7.8gb.256gb.Grey.fair,"MacBook Air 13"" Retina (2020) - Core i7 1.2 GHz SSD 256 - 8GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
6151750,vetted_exact,2,7ec61285-e7f0-47e7-a338-cc55f7ec5a41,543450,MBP16.A2485.16GB.512GB.Grey.Good,"MacBook Pro 16"" (2021) - Apple M1 Pro mit 10‑Core CPU und 16-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
6100093,vetted_exact,2,4ba6d96c-566d-4af8-9780-c0567a9c29ca,543548,MBP14.A2442.16GB.1TB.Grey.Good,"MacBook Pro 14"" (2021) - Apple M1 Pro mit 10‑Core CPU und 16-core GPU - 16GB RAM - SSD 1000GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
6063276,vetted_exact,1,0813a2a6-fd00-4d5f-8ad0-d51aea5715f4,596539,MBP.A2251.i7.32GB.2TB.Grey.Good,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i7 2.3 GHz SSD 2000 - 32GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
6041177,vetted_exact,1,2f8f2850-2755-4acb-81c8-49dd01862233,368265,MBP15.A1990.i7.16GB.256GB.Grey.Good,"MacBook Pro Touch Bar 15"" Retina (2018) - Core i7 2.2 GHz SSD 256 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
6039590,vetted_exact,3,6c42ad60-b32e-499d-8cc6-03b18e570202,761558,MBA.A2681.8GB.256GB.Silver.Fair,"MacBook Air 13"" (2022) - Apple M2 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Silver,0,Price or comment missing,FAIR,
6039451,vetted_exact,1,2d7af07a-48ec-4b7b-b742-c0fd999f15bd,545358,MBP.A2338.M1.8GB.1TB.Grey.Fair,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 8GB RAM - SSD 1000GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
6039434,vetted_exact,3,ab191cdf-2e76-4701-bb6a-b851d27ef262,503367,MBA.A2179.i5.2020.8GB.512GB.Grey.Fair,"MacBook Air 13"" Retina (2020) - Core i5 1.1 GHz SSD 512 - 8GB - QWERTY - Englisch",Space Gray,1,Price or comment missing,FAIR,
6024010,vetted_exact,6,2e0861d0-a787-4034-9f77-cab773b66dcb,626770,MBP.A2338.M1.16GB.512GB.Grey.Good,"MacBook Pro 13"" (2020) - Apple M1 mit 8‑Core CPU und 8-core GPU - 16GB RAM - SSD 512GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
6015866,vetted_exact,2,47537b25-138d-45ff-b907-84d67b47813b,2866507,MBP.A2251.i5.16GB.512GB.Grey.Fair,"MacBook Pro Touch Bar 13"" Retina (2020) - Core i5 2.0 GHz SSD 512 - 16GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,FAIR,
5994056,vetted_exact,4,b5ebc79d-0304-41a6-b1ae-d2a487afa11f,545379,MBA.A2337.M1.8GB.256GB.Grey.Good,"MacBook Air 13"" (2020) - Apple M1 mit 8‑Core CPU und 7-core GPU - 8GB RAM - SSD 256GB - QWERTY - Englisch",Space Gray,0,Price or comment missing,GOOD,
